W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
花束,bouquet,広がり,expanse,入学,admission,気が合う,good feeling,囲む,surround,引き換え,exchange (conversion)
花屋,florist,広げる,spread,入院,enter hospital,時間,time,凹む,concave,交わす,exchange (messages)
羽,feather,秘書,secretary,落ちる,falling,不平を言う,complain,嵩む,increase,取り替える,exchange (barter)
販売,sales,潜む,lurk,踊り,dance,暗い,dark,憎む,hate,換算する,exchange (conversion)
判断,judgment,筆者,author,驚く,surprise,始める,getting started,挟む,interrupt,応酬する,exchange (reciprocating)
範囲,range,ひそひそ,secretly,踊る,dance,不満,complaining,刻む,engrave,切り替え,exchange (conversion)
反抗,insubordination,密か,secret,お祝い,celebration,話す,talk,惜しむ,regret,遊覧,excursion (sightseeing)
犯人,culprit,秘する,keep secret,お嬢さん,young lady,打ち合わせ,meeting,軋む,creak,展覧会,exhibition
半年,half year,ひたすら,only,可笑しい,funny,星,star,滲む,blur,出口,exit
犯罪,crime,人前,in front of others,行う,do,限り,as long as,霞む,haze,費用,expenses (cost)
発表,announcement,ひと昔,in the past,怒る,get angry,間もなく,soon,進む,advance,経費,expenses (cost)
腹,belly,一人残らず,every single person,起こす,cause,全国,nationwide,盗む,steal,高い,expensive
原,original,必要不可欠,essential,億,billion,捕らえる,capture,休む,rest,説明する,explain
針,needle,冷やす,cool,屋上,rooftop,それなり,in its own way,沈む,sink,急行電車,express train
鋏,scissors,日差し,sunlight,贈り物,gift,四つ,four,涼む,cool,内線番号,extension number
破産,bankruptcy,保護者,parents,遅れる,be late,冊,books,弾む,bounce,外,external (exterior)
端,end,保育園,nursery school,送る,send,過ぎる,too much,望む,hope,目,eye
発車,departure,保育所,nursery,お祭り,festival,みたい,like,臨む,look forward to,目薬,eye drops
発生,occurrence,補助,aid,お見舞い,visiting,そういう,such,痛む,ache,アイシャドー,eye shadow
旗,flag,歩行,walking,お土産,souvenir,彼女,her.,畳む,fold,眼科医,eye specialist
畑,field,本番,main work,玩具,toy,非常識,insane,妬む,envy,目医者,eye specialist
働き,work,本業,real work,思い出す,remembering,今後,future,縮む,shrink,アイライナー,eyeliner
発達,development,本格,full-scale,表,table,広い,wide,包む,envelop,顔,face
発展,development,本日,today,思う,think,半ば,half,挑む,challenge,顔認識,face-recognition
発売,launch,本来,real,お礼,thank you,木,tree,好む,like,工場,factory
発明,invention,本社,headquarters,折れる,fold,管制する,control,頼む,ask,転ぶ,fall over
早めに,early,本心,true heart,折る,fold,怒り,anger,阻む,prevent,家族,family
外す,remove,保守,maintenance,押し入れ,push in,慣れる,get used to it,萎む,wither,有名な,famous
塀,fence,補足,supplement,仰る,say,週間,week,摘む,pluck,画廊,gallery
平方メートル,square meters,細長い,long and narrow,お宅,your house,帰る,return,悩む,be troubled,ゲーム,game
平日,weekday,舗装,pavement,音,sound,不人気,unpopular,歩む,walk,修理屋,garage (car repair)
平均,average,欲する,want,落とす,drop,分野,field,恨む,bear a grudge,ごみ袋,garbage bag
平和,peace,包丁,kitchen knife,夫,husband,人生,life,絡む,entwine,庭,garden
変化,change,報道,press,お釣り,change,喜び,joy,睨む,stare,ガソリン,gas
変更,change,放映,broadcast,終わり,end,有名,famous,弛む,relax,スタンド,station
返却,return,放課後,after school,親,parent,見せる,show,緩む,slacken,ギア,gear
減らす,decrease,報告書,report,歴史,history,怖がる,fear,入る,enter,オタク,geek
減る,decrease,方面,directions,連絡,contact,地震,earthquake,放る,let go,ハッカー,hacker
費,spend,方針,policy,利用,use,それで,so,帰る,return,髪,hair
冷える,cool,表示,display,理由,reason,外,outside,反る,warp,ヘアブラシ,hairbrush
被害,damage,評論,critique,留守,absence,わずか,only a little,返る,return,床屋,hairdresser
悲劇,tragedy,表紙,front cover,旅館,ryokan,できる,can,凍る,freeze,美容院,hairdresser
批判,criticism,異,different,両方,both,行き過ぎる,go too far,通る,go through,鍵,key
批評,criticism,居場所,where to find,寂しい,lonely,旅行,travel,直る,heal,キー,key (keyboard)
非常,very,いちいち,one by one,下がる,going down,お前,you,治る,heal,キーボード,keyboard
比較,comparison,一段,one paragraph,探す,look for,鮮やか,vivid,怒る,get angry,キロ,"kilo, kilometer"
引き受ける,undertaking,一段落,one paragraph,下げる,lower,風,wind,罹る,suffer,キス,kiss
飛行,flight,一面,one aspect,最後,last,休み,rest,盛る,heap,台所,kitchen
轢く,run over,一覧,a list,最近,recent,興味がある,i'm interested,叱る,scold,膝,knee
秘密,secret,一例,one example,最初,first,気,feeling,計る,measure,ニーソックス,knee sock
紐,string,一時休業,temporary absence,坂,slope,捲る,roll,量る,weigh,ハイソックス,knee sock
引っ張る,pull,著しい,significant,盛ん,thriving,いつ,when,測る,measure,ナイフ,knife
広がる,spread out,一助,a help,さっき,earlier,重要,important,諮る,consult,編む,knit
昼寝,nap,遺伝,genetic,昨夜,last night,横,side,図る,chart,知る,know
必死,desperate,遺伝子,genetic,産業,industry,工場,factory,光る,shine,男の子,boys
額,forehead,意外性,unexpected,さ来月,next month,子供の頃,childhood,上る,rise,好き,likes
否定,denial,意義,significance,さ来週,next week,壊れる,breaking,尖る,point,医者,doctor
人々,people,居心地,comfortable,差し上げる,give,物語,story,限る,limit,年,year
人込み,crowd,いい加減,not good enough,騒ぐ,make noise,乗り遅れる,missing the boat,契る,contract,レストラン,restaurant
一言,one word,言い訳,excuses,触る,touch,電子,electron,握る,grip,山,mountain
一人暮らし,living alone,意地悪,meanness,政治,politics,照る,shine,送る,send,向こう,beyond
等しい,equal,怒り,anger,生活,life,申し込む,apply for,贈る,give,九日,nine days
費用,cost,生かす,keep alive,生産,production,生活,life,作る,make,聞く,hear
膝,knee,生き生き,lively,西洋,western,食べ物,food,造る,make,なる,sound
日付,date,いきなり,suddenly,世界,world,内容,contents,潜る,dive,鳴く,cry
略,abbreviation,生き残る,survive,席,seat,驚く,surprise,探る,explore,低い,low
歩道,sidewalk,息抜き,breathless,線,line,腹をすかす,hungry,殴る,hit,買う,buy
吠える,barking,一見,at a glance,背中,back,頼む,ask,巡る,go around,九つ,nine
微笑む,smiling,一気に,all at once,先輩,seniors,銀行,bank,潜る,go underground,売る,sell
誇り,pride,一向に,at once,戦争,war,危険,danger,茂る,thicket,金曜日,friday
埃,dust,移行,transition,説明,description,呼ぶ,call,怒る,get angry,危ない,dangerous
歩行者,pedestrians,育児,childcare,世話,care,質問,question,残る,remain,体,body
骨,bones,育成,nurture,社長,president,どのように,how to,誇る,be proud,銀行,bank
本気,seriousness,いまいち,not quite,社会,society,求める,ask,傲る,be arrogant,よく,well
本物,genuine,印鑑,seal,市,city,着る,wear,凝る,stiffen,よい,good
本人,real person,飲料水,drinking water,試合,games,跡,trace,濁る,be cloudy,ください,please
炎,flame,印刷物,printed matter,しばらく,a while,なおざり,disregard,腐る,corrupt,降る,falling
本屋,bookstore,飲食店,restaurant,叱る,scolding,以上,more than,勝る,prevail,明るい,bright
頬,cheek,一方的,one-sided,仕方,how to,続ける,continue,飾る,decorate,下,down
掘る,dig,入れ込む,insert,試験,test,難い,difficult,走る,run,次,next
保証,guarantee,入り替える,change in and out,しっかり,firmly,ところが,however,毟る,pick,建物,building
干す,dry,衣装,costume,島,island,自慢する,boast,弄る,fiddle with,はがき,postcard
ほっと,relieve,急ぎ,hurry,市民,citizen,喫煙,smoking,噛る,bite,いる,there it is.
保存,preservation,一斉に,all at once,品物,goods,し,death,詰る,choke,時計,clock
方,method,傷む,damage,新聞社,newspaper,不安,anxiety,捩る,torture,ニュース,news
法,method,意図,intention,心配,concern,買う,buy,擦る,rub,財布,wallets
放題,as you wish,嫌々,reluctance,親切,kindness,入る,enter,擦る,rub,西,west
豊富,abundance,意欲,willingness,調べる,find out,市場,market,削る,scrape,どの,which
方法,method,痛ましい,painful,知らせる,inform,気にくわない,i don't like it,譲る,give up,大切,important
報告,report,痛める,hurt,下着,underwear,無駄,waste,焦る,hurry,会社,company
方向,direction,一斉に,all at once,支度,getting ready,必要,necessary,至る,arrive,嫌い,dislike
訪問,visit,一色,all colors,失礼,excuse me.,たい,want,語る,tell,春,spring
宝石,jewelry,移転,transfer,失敗,failure,所有物である,is a possession,来る,come,箱,box
放送,broadcast,一旦,once,食事,meals.,平和,peace,渡る,cross,洋服,clothes
表,table,一定,constant,食料品,groceries,運動,movement,下る,descend,勉強,study
評判,reputation,一転,one change,小学校,elementary school,花,flower,移る,move,写真,photo
表現,expression,居酒屋,tavern,紹介,introduction,使う,use,写る,appear,大人,adult
表情,expressions,依然,still,小説,novel,通る,passage,映る,reflect,大丈夫,it's okay.
評価,evaluation,事物,things,将来,future,新た,new,祭る,worship,声,voice
表面,surface,実地,actual place,招待,invitation,原因,cause,劣る,be inferior to,あなた,you
胃,stomach,自治体,local government,趣味,interests,立場,location,悟る,understand,起きる,wake up
一致,match,児童,children,出発,departure,料金,fee,太る,grow fat,便利,convenient
位置,position,次回,next,出席,attendance,嬢,lady,踊る,dance,大勢,lots of people
市場,market,事業,project,習慣,custom,発見,find,辿る,follow,乗る,get in
一部,part of,時事,occasion,祖母,grandmother,助言する,advise,戻る,return,会う,meet
一度に,at a time,次回,next time,育てる,raising,出版,publish,唸る,roar,六,six
一時,temporary,時間帯,time of day,祖父,grandfather,ください,please give me,抓る,pinch,六つ,six
一応,at one time,自覚,self-awareness,そんな,no.,千,thousand,捻る,twist,ポスト,post
一流,first class,実感,real feeling,それで,so.,無責任,irresponsibility,祈る,pray,ある,there is
偉大,great,実験者,experimenter,それほど,so much.,四,four,募る,gather,立派,splendid
抱く,hold,じっくり,slowly,それに,besides.,全く,totally,実る,bear fruit,返す,return
移動,move,自己,self,そろそろ,it's about time.,医者,doctor,配る,distribute,辺,around
衣服,clothes,時給,hourly,卒業,graduation.,努力,effort,縛る,bind,熱い,hot
意外,unexpected,地元,local,相談,consultation.,回答する,answer,粘る,persevere,汚い,dirty
違反,violation,人工物,artificial,素晴らしい,excellent.,しまう,try,炙る,burn,朝,morning
委員,commissioner,人工知能,artificial intelligence,滑る,slippery,行き合う,go to,被る,cover,狭い,narrow
維持,maintenance,人材,human resources,水道,water supply,途中,on the way,瞑る,meditate,重い,heavy
異常,abnormality,事例,case study,過ぎる,too much,作品,work,破る,tear,万年筆,fountain pen
一家,family,自律,autonomy,凄い,great,書く,write,滑る,slip,猫,cat
息,breath,持参,bring,水泳,swimming,すると,then,絞る,squeeze,レコード,record
生き物,creature,自社,in-house,すっかり,completely,夕方,evening,登る,climb,橋,bridge
勢い,momentum,実質,real,空く,empty,五つ,five,昇る,ascend,グラム,gram
以降,since,自主,voluntary,隅,corner,料理,cooking,上る,go up,鉛筆,pencil
居間,living room,自習,self-study,済む,saved,豊かな,rich,余る,be too much,教室,classroom
今に,now,実績,results,砂,sand,折れる,fold,困る,be in trouble,縦,vertical
今にも,now and then,実践,practice,進む,proceed,それから,then,迫る,approaching,傘,umbrella
稲,rice plant,実施,implementation,捨てる,discard,そこで,there,黙る,be silent,もっと,more
居眠り,dozing,自体,self,数学,math,無くなる,disappear,鈍る,become dull,外国,foreign
命,life,辞退,declined,正しい,correct,間,between,煙る,smoke,外国人,foreigner
飲料,drink,時点,point in time,退院,discharge,間,between,眠る,sleep,他,other
印刷,printing,事典,event,大抵,mostly,友人,friend,湿る,become damp,やる,do it.
飲食,eating and drinking,事前,prior,たまに,occasionally,五,five,篭る,be stuffy,寝る,sleep
印象,impression,慈善,philanthropy,棚,shelf,心理,psychology,守る,protect,ベッド,bed
引退,retirement,持続,sustain,楽しみ,enjoy,内容,content,曇る,cloud,あそこ,there
引用,quotes,じたばた,wrestle,楽む,enjoy,等閑,neglecting one's duties,頼る,rely on,旅行,travel
一般,general,序列,order,倒れる,fall,昼食をとる,have lunch,触る,touch,ドア,door.
一方,on the other hand,助手席,passenger seat,足りる,sufficient,人物,people,障る,interfere,スポーツ,sports
以来,since,上部,upper part,確か,sure,一般,general,座る,sit,あれ,there
